auc,accuracy,balanced_acc,sensitivity,specificity,ppv,npv,f1,brier,tp,tn,fp,fn,auc_ci_lo,auc_ci_hi,permutation_p,optimal_threshold,opt_auc,opt_accuracy,opt_balanced_acc,opt_sensitivity,opt_specificity,opt_ppv,opt_npv,opt_f1,opt_brier,opt_tp,opt_tn,opt_fp,opt_fn
0.7382716049382716,0.7192982456140351,0.7185185185185186,0.7037037037037037,0.7333333333333333,0.7037037037037037,0.7333333333333333,0.7037037037037037,0.2086778950326462,19,22,8,8,0.5793795775232375,0.8560639872363823,,0.46820231412302493,0.7382716049382716,0.7368421052631579,0.7388888888888889,0.7777777777777778,0.7,0.7,0.7777777777777778,0.7368421052631579,0.2086778950326462,21,21,9,6
