Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,groupe d'enfants,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular
95519,206936.689,11:03:55:026,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,2,2,3.6072,3.9164,675.9457133175605,373.71092760897284,673.9488056520015,424.0316011513884,White Space,White Space,0.0095,0.3367,-0.9416,0.1764,0.3486,-0.9205,0,-,-,-,-,-,-,-,-,,,,,,,
95523,207003.442,11:03:55:093,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,2,2,0,0,570.9213327268646,409.6625526786636,569.4236519776955,364.3833089781403,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95527,207070.195,11:03:55:159,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,2,2,0,0,492.2150115697385,358.68683982590477,491.0917510078616,362.7195760064752,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95531,207136.948,11:03:55:226,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,2,2,0,0,433.1687574643631,329.3756454693468,432.3263120429554,326.24017061013996,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95535,207203.701,11:03:55:293,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,2,2,0,0,388.89519357216864,377.9334805686776,388.2633595061128,331.7116632496702,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95539,207270.453,11:03:55:360,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,2,2,0,0,355.70104488717243,336.6654179281102,355.2271693376306,327.67489574905414,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95543,207337.206,11:03:55:426,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,2,2,0,0,330.7777680171328,307.4523799553305,330.42236135497643,336.5109767978074,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95547,207403.959,11:03:55:493,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,2,2,0,0,312.08751691937005,279.40786570080644,311.82096192275276,320.1835782327905,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95551,207470.712,11:03:55:560,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,3,3,3.5863,3.9147,412.4082257084725,309.15332597621943,410.6685642776253,323.5004718278004,White Space,White Space,0.0904,0.3248,-0.9414,0.233,0.3325,-0.9139,0,-,-,-,-,-,-,-,-,,,,,,,
95555,207537.465,11:03:55:627,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,3,3,3.5902,3.9276,483.7373481033668,393.76691991094026,485.0030295093179,323.0607625217751,White Space,White Space,0.0994,0.3277,-0.9396,0.238,0.3171,-0.918,0,-,-,-,-,-,-,-,-,,,,,,,
95559,207604.217,11:03:55:693,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,3,3,3.6044,3.9453,540.0467567945304,353.8800960243163,536.3288894303901,350.7721863308078,White Space,White Space,0.0996,0.2976,-0.9495,0.2406,0.2904,-0.9262,0,-,-,-,-,-,-,-,-,,,,,,,
95563,207670.97,11:03:55:760,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,4,3,3.6155,3.9677,574.8911600333956,318.86140683019937,576.8203115904319,349.0412591693631,White Space,White Space,0.1022,0.3012,-0.9481,0.2445,0.2984,-0.9226,0,-,-,-,-,-,-,-,-,,,,,,,
95567,207737.723,11:03:55:827,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,4,3,3.6352,4.0005,606.8621661195061,359.963906568398,596.4832609870891,366.1975461589347,White Space,White Space,0.1102,0.3059,-0.9457,0.2528,0.3029,-0.9189,0,-,-,-,-,-,-,-,-,,,,,,,
95571,207804.489,11:03:55:894,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,4,3,3.6363,4.0274,630.3287857277552,382.9671466604341,612.9281978405089,335.7831091463936,White Space,White Space,0.1185,0.3081,-0.9439,0.26,0.3041,-0.9165,0,-,-,-,-,-,-,-,-,,,,,,,
95575,207871.257,11:03:55:960,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,3,3,3.6502,3.9951,536.7786424339604,356.05203371839343,523.7282015185257,407.29523003327904,White Space,White Space,-0.3319,0.1739,-0.9272,-0.2443,0.2204,-0.9443,0,-,-,-,-,-,-,-,-,,,,,,,
95579,207938.026,11:03:56:027,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,3,3,0,0,466.6145825784706,384.7152531782972,456.82675189189456,322.33008866692995,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95583,208004.794,11:03:56:094,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,3,3,0,0,414.0126773647613,362.5573889392038,406.6718043498293,384.3973681621206,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95587,208071.562,11:03:56:161,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,3,3,0,0,374.5708727356707,296.8388422842604,369.06521797447175,291.07795264895145,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95591,208138.33,11:03:56:228,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,3,3,0,0,344.96871805249015,302.56611429619966,340.83947698159085,379.346868217497,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
95595,208205.098,11:03:56:294,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,3,4,0,3.9944,322.81008159220187,321.7312771941013,448.6257786532815,363.59700672877005,White Space,White Space,0,0,0,0.3397,0.3176,-0.8853,0,-,-,-,-,-,-,-,-,,,,,,,
95599,208271.866,11:03:56:361,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,5,4,3.6698,4.0232,432.77552560846254,336.63523297836207,526.1961193393275,309.2271922748261,White Space,White Space,0.1526,0.3462,-0.9257,0.3043,0.3332,-0.8924,0,-,-,-,-,-,-,-,-,,,,,,,
95603,208338.634,11:03:56:428,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,5,4,3.6936,4.0675,517.1452946214305,309.26699020376105,584.1323073667598,359.9872471527897,White Space,White Space,0.1485,0.3429,-0.9276,0.296,0.3358,-0.8942,0,-,-,-,-,-,-,-,-,,,,,,,
95607,208405.403,11:03:56:495,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,6,5,3.7177,4.0855,558.5269947255983,367.3669201006276,605.8119804936376,370.0463502321979,White Space,White Space,0.0835,0.3142,-0.9457,0.2381,0.3179,-0.9177,0,-,-,-,-,-,-,-,-,,,,,,,
95611,208472.171,11:03:56:561,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,6,5,3.7318,4.0982,582.776824879794,343.4300594291081,621.5838298539248,410.5094242568315,White Space,White Space,0.0845,0.3138,-0.9457,0.2335,0.3128,-0.9207,0,-,-,-,-,-,-,-,-,,,,,,,
95615,208538.939,11:03:56:628,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,6,5,3.748,4.0931,610.2398413310933,374.9593938340846,632.901656872665,365.9404867981345,White Space,White Space,0.0836,0.3184,-0.9443,0.2395,0.3153,-0.9183,0,-,-,-,-,-,-,-,-,,,,,,,
95619,208605.709,11:03:56:695,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,6,5,3.765,4.0887,619.268391087412,365.72297120520466,639.0258200632777,404.1554728785959,White Space,White Space,0.0857,0.321,-0.9432,0.2344,0.3155,-0.9195,0,-,-,-,-,-,-,-,-,,,,,,,
95623,208672.475,11:03:56:762,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,6,5,3.7509,4.0909,638.6547481000933,370.3044195301774,652.1675073559373,374.6115696187971,White Space,White Space,0.0759,0.3184,-0.9449,0.2292,0.3091,-0.923,0,-,-,-,-,-,-,-,-,,,,,,,
95627,208739.24,11:03:56:828,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,6,5,3.7474,4.082,646.8252373821773,383.2204664433054,656.3834085383742,327.83791958827015,White Space,White Space,0.0807,0.3255,-0.9421,0.2341,0.3213,-0.9176,0,-,-,-,-,-,-,-,-,,,,,,,
95631,208806.005,11:03:56:895,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,6,5,3.7434,4.0683,651.9017497824766,389.61368262625507,664.808852202606,388.59665290503926,White Space,White Space,0.0923,0.3263,-0.9408,0.243,0.3219,-0.9151,0,-,-,-,-,-,-,-,-,,,,,,,
95635,208872.771,11:03:56:962,Trial015,16 voc chat G.png,25,DarkBlue,67.1834,Eye,6,5,3.7312,4.0595,660.7460959174845,381.53249822937414,666.7737796149877,361.3295427293437,White Space,White Space,0.0839,0.3229,-0.9427,0.2396,0.3263,-0.9144,0,-,-,-,-,-,-,-,-,,,,,,,
102185,208922.844,11:03:57:013,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,1,1,3.7265,4.0557,672.6491535668621,379.48940416376513,667.4282245259781,377.8901679984215,White Space,White Space,0.0914,0.3246,-0.9414,0.2416,0.328,-0.9133,0,-,-,-,-,-,-,-,-,,,,,,,
102189,208989.609,11:03:57:079,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,1,1,3.7159,4.0358,681.4916260851751,407.13263625726324,677.2888021975763,400.44681776206914,White Space,White Space,0.0822,0.3335,-0.9392,0.2395,0.332,-0.9124,0,-,-,-,-,-,-,-,-,,,,,,,
102193,209056.375,11:03:57:146,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,1,1,3.71,4.0283,688.149839415117,448.87097398321043,684.6073853152249,425.46035139546825,White Space,White Space,0.0825,0.3381,-0.9375,0.2359,0.3315,-0.9135,0,-,-,-,-,-,-,-,-,,,,,,,
102197,209123.14,11:03:57:213,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.7096,4.0093,670.5873828488633,415.48985522260534,676.2600606205212,347.85563212322836,White Space,White Space,0.026,0.3557,-0.9342,0.1945,0.3581,-0.9132,0,-,-,-,-,-,-,-,-,,,,,,,
102201,209189.905,11:03:57:280,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6991,3.9848,656.0093017746333,368.9563397583303,664.9991114945168,356.9007807429559,White Space,White Space,0.0227,0.3521,-0.9357,0.1919,0.3729,-0.9078,0,-,-,-,-,-,-,-,-,,,,,,,
102205,209256.67,11:03:57:346,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6724,3.9536,647.6997675288544,407.52077920646246,663.077407121496,360.00110871496963,White Space,White Space,0.0165,0.3631,-0.9316,0.1807,0.3665,-0.9127,0,-,-,-,-,-,-,-,-,,,,,,,
102209,209323.435,11:03:57:413,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6587,3.9212,642.1718446850905,394.56579609154005,658.9378483150982,383.269863634294,White Space,White Space,0.016,0.3722,-0.928,0.181,0.3722,-0.9103,0,-,-,-,-,-,-,-,-,,,,,,,
102213,209390.2,11:03:57:480,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6639,3.8898,638.2114988425211,401.1176656471172,649.7092263584076,371.4686140240623,White Space,White Space,0.0093,0.3697,-0.9291,0.1754,0.3703,-0.9122,0,-,-,-,-,-,-,-,-,,,,,,,
102217,209456.979,11:03:57:547,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.662,3.8702,628.7715467768884,393.7628935431267,639.3581372940635,368.23220285830195,White Space,White Space,0.0054,0.3612,-0.9325,0.1731,0.3691,-0.9131,0,-,-,-,-,-,-,-,-,,,,,,,
102221,209523.788,11:03:57:614,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6534,3.8497,628.0571816894944,391.39696432405424,642.1041227895702,358.77396324277873,White Space,White Space,0.009,0.3596,-0.933,0.1763,0.3565,-0.9175,0,-,-,-,-,-,-,-,-,,,,,,,
102225,209590.605,11:03:57:680,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6293,3.8438,630.7644708831438,317.02279206271123,626.5896325078206,342.22099361844505,White Space,White Space,0.0109,0.3478,-0.9375,0.1742,0.3568,-0.9178,0,-,-,-,-,-,-,-,-,,,,,,,
102229,209657.423,11:03:57:747,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6229,3.8453,627.8264759823381,368.5981608680966,625.6081285182254,349.4435602231622,White Space,White Space,0.0034,0.3534,-0.9355,0.1728,0.3554,-0.9186,0,-,-,-,-,-,-,-,-,,,,,,,
102233,209724.241,11:03:57:814,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6192,3.848,628.0117652243257,405.8515726882829,623.171641400457,360.5153924541563,White Space,White Space,0.0019,0.3569,-0.9341,0.1691,0.3585,-0.9181,0,-,-,-,-,-,-,-,-,,,,,,,
102237,209791.059,11:03:57:881,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6167,3.8465,633.0895316821789,415.4669049878687,620.483908069056,396.4635032051249,White Space,White Space,0.0039,0.3478,-0.9376,0.1649,0.3565,-0.9196,0,-,-,-,-,-,-,-,-,,,,,,,
102241,209857.877,11:03:57:948,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.607,3.844,625.832745724125,344.51419332425894,617.7987189262852,353.704151585754,White Space,White Space,0.0045,0.3549,-0.9349,0.1642,0.3599,-0.9184,0,-,-,-,-,-,-,-,-,,,,,,,
102245,209924.694,11:03:58:014,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6066,3.8434,628.1100624818607,350.11956178019153,618.8765700293231,438.5613484879547,White Space,White Space,0.003,0.358,-0.9337,0.1622,0.3626,-0.9177,0,-,-,-,-,-,-,-,-,,,,,,,
102249,209991.512,11:03:58:081,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6056,3.8434,619.483451166695,406.64541222685244,624.5049368813718,316.68485667096814,White Space,White Space,-0.0024,0.3607,-0.9327,0.1571,0.3629,-0.9185,0,-,-,-,-,-,-,-,-,,,,,,,
102253,210058.33,11:03:58:148,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,1,3.6126,0,615.4364278053889,371.3052579595562,532.5273564276721,346.7133661252627,White Space,White Space,-0.0038,0.3525,-0.9358,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
102257,210125.148,11:03:58:215,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,1,1,0,0,525.7182651838482,372.2797855946955,463.53646165056057,347.95389882598306,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
102261,210191.966,11:03:58:282,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,1,1,0,0,458.38914795923733,360.91605649490054,411.75279530927173,345.45367350848323,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
102265,210258.771,11:03:58:348,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,1,1,0,0,407.89372682993434,367.01988560055,372.9164623424601,336.7316356754652,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
102269,210325.54,11:03:58:415,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,3,1,3.6169,0,470.6977513536267,395.14967167267275,343.80267963163584,318.7295988105741,White Space,White Space,0.0158,0.3411,-0.9399,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
102273,210392.298,11:03:58:482,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,3,3,3.6316,3.8819,507.42465734846985,328.8289291969074,408.6993072468638,360.9926302483811,White Space,White Space,0.0047,0.3589,-0.9333,0.1604,0.3694,-0.9153,0,-,-,-,-,-,-,-,-,,,,,,,
102277,210459.056,11:03:58:549,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,3,3,3.6543,3.9073,539.8822820078947,344.6385183110874,467.8058998636541,310.2873581044586,White Space,White Space,0.0024,0.3679,-0.9299,0.1593,0.3722,-0.9144,0,-,-,-,-,-,-,-,-,,,,,,,
102281,210525.814,11:03:58:616,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,3,3,3.6745,3.9296,556.7898924387566,408.0193135026991,504.15353207678095,392.232282675456,White Space,White Space,0.0047,0.3712,-0.9285,0.156,0.3714,-0.9153,0,-,-,-,-,-,-,-,-,,,,,,,
102285,210592.572,11:03:58:682,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,3,3,3.6925,3.9353,574.1493621335933,378.8788858321258,526.9688548710308,324.33426227747043,White Space,White Space,0.0021,0.3662,-0.9305,0.1556,0.3657,-0.9176,0,-,-,-,-,-,-,-,-,,,,,,,
102289,210659.329,11:03:58:749,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,-,-,3.7024,3.9449,573.9334852762287,424.2851549400809,528.1765510882423,377.75778489375205,White Space,White Space,-0.054,0.0985,-0.9937,0.0909,0.1316,-0.9871,0,-,-,-,-,-,-,-,-,,,,,,,
102293,210726.087,11:03:58:816,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,0,0,494.48171393539326,350.56632017832504,460.1640132944035,371.63756130185845,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
102297,210792.845,11:03:58:883,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,4,2,3.6834,3.9234,498.87880571352605,430.16689817066674,409.1389550241289,384.64220112384635,-,White Space,-0.1011,-0.0144,-0.9948,0.0414,-0.0204,-0.9989,0,-,-,-,-,-,-,-,-,,,,,,,
102301,210859.603,11:03:58:949,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,4,4,3.6613,3.898,497.4163330687055,498.5918916574404,424.4877453805451,430.71614706579834,-,-,-0.122,-0.0173,-0.9924,0.0376,0.0054,-0.9993,0,-,-,-,-,-,-,-,-,,,,,,,
102305,210926.361,11:03:59:016,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,4,4,3.6452,3.8763,491.80761806652333,514.6907306895188,435.28707542658185,495.3404705567543,-,-,-0.1243,-0.0228,-0.992,0.0343,-0.0002,-0.9994,0,-,-,-,-,-,-,-,-,,,,,,,
102309,210993.118,11:03:59:083,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,2,2,3.6404,3.8825,480.6950512691387,522.9599445108818,435.9758494912508,471.4842998581976,-,-,-0.1604,-0.0032,-0.987,0.0089,0.0069,-0.9999,0,-,-,-,-,-,-,-,-,,,,,,,
102313,211059.876,11:03:59:150,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,5,5,3.6434,3.8624,456.04835747868015,486.5042317641647,426.17243772226027,521.7850978023622,-,-,-0.1937,0.0002,-0.9811,-0.0317,0.0166,-0.9994,0,-,-,-,-,-,-,-,-,,,,,,,
102317,211126.643,11:03:59:216,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,5,5,3.642,3.8472,427.99175365222163,514.4539474490007,418.55939621290275,488.21678867952824,-,-,-0.1994,-0.0058,-0.9799,-0.0312,0.0238,-0.9992,0,-,-,-,-,-,-,-,-,,,,,,,
102321,211193.418,11:03:59:283,Trial016,17 voc devant G.png,25,DarkBlue,69.5319,Eye,5,5,3.6345,3.8347,412.35665275975214,592.2087561711438,409.42512186714373,553.7137329985271,-,-,-0.1867,-0.0129,-0.9823,-0.0152,0.0209,-0.9997,0,-,-,-,-,-,-,-,-,,,,,,,
