Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,groupe d'enfants
48822,3084814.568,08:07:24:600,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,1,1,3.7690,3.9342,610.7413851986339,371.6662698204984,595.5032132008598,373.61094673193116,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48825,3084874.309,08:07:24:659,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,1,1,3.7265,3.9673,609.7614214572446,375.1976965070603,610.2403886284592,369.58425895286575,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48828,3084933.934,08:07:24:719,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,1,1,3.7235,4.1226,614.6679028408971,375.1029080364689,612.667880638613,370.0342227906473,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48831,3084993.558,08:07:24:779,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,1,1,3.6938,4.0630,605.4181427504511,370.991826858134,613.3069664423003,367.73594747523765,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48834,3085053.302,08:07:24:838,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,1,1,3.7711,4.1566,612.2760170303152,375.22906776761835,614.683872693341,371.6406662728088,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48837,3085112.923,08:07:24:898,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,1,1,3.7612,4.0357,578.7551427257555,390.20917426953156,582.1053209996104,386.3733850699851,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48840,3085172.679,08:07:24:958,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.8209,6.5120,577.859404503019,383.85523315570276,577.6817700299163,383.08007191070806,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48843,3085232.3,08:07:25:017,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.8942,4.4845,573.4516653484199,379.4018059746104,572.6447968621425,381.70381439663424,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48846,3085291.922,08:07:25:077,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.9414,6.5364,579.769281490269,373.8596600055155,582.9303963575802,382.95008633971577,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48849,3085351.673,08:07:25:137,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,4.0515,3.9451,581.1855371011303,373.0574396503935,576.7666315921758,384.2179694187801,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48852,3085411.299,08:07:25:196,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,-,4.0387,4.5931,578.8479455010983,375.4606189157473,583.7421719765391,385.61390364066864,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48855,3085471.046,08:07:25:256,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,3,3.8764,3.9012,569.9369457228808,380.35629372724605,577.6489413899718,386.9911510364036,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48858,3085530.672,08:07:25:316,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.7903,3.6712,563.0001230927468,381.3250012808668,572.5604505878001,388.6813110778288,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48861,3085590.303,08:07:25:375,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.7472,3.3359,562.8735668574158,371.42180634956435,562.7119879379298,377.8548343455802,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48864,3085650.044,08:07:25:435,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.6438,3.7595,582.9961454103127,374.28327395909434,590.5162781349695,380.76927226708386,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48867,3085709.67,08:07:25:495,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.6422,3.6842,599.4270040790551,379.31626072418567,602.0681870176777,386.46155419919995,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48870,3085769.296,08:07:25:554,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.4867,3.3213,621.2642676803864,371.9781758388994,618.0455401381541,374.0083266120354,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48873,3085829.049,08:07:25:614,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.7742,3.7091,618.1716463378633,390.503125008231,619.7271076866339,388.7507429596783,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48876,3085888.673,08:07:25:674,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,2,2,3.6517,3.9125,609.0431711947102,412.07815018957376,603.4602502565842,406.5436497892931,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48879,3085948.411,08:07:25:733,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,3,4,3.6535,4.1008,605.4752515407339,431.91876242274736,604.12837546434,426.57290473885087,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48882,3086008.04,08:07:25:793,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,3,4,3.6365,4.0997,611.3322180208137,445.8741458641455,596.3766790433401,444.36410692262797,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48885,3086067.786,08:07:25:853,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,3,4,3.7829,4.2144,604.7898640524588,457.48477345627145,597.165937362029,455.78693852677947,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48888,3086127.418,08:07:25:912,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,3,3,3.7708,4.0791,604.0020170203669,461.6734481138111,593.7923520611561,463.54342091906517,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48891,3086187.043,08:07:25:972,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,4,5,3.7834,3.9671,611.5006052210562,474.2342839481697,590.4661772794018,473.19539626156967,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48894,3086246.794,08:07:26:032,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,4,5,3.7670,3.8052,612.4816912877358,474.4002180080921,587.7811103008939,477.39596328717465,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48897,3086306.407,08:07:26:091,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,1,1,3.7075,3.8789,727.1610499575521,480.9279319148095,709.267632558851,482.86384126527525,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48900,3086366.165,08:07:26:151,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,1,1,3.7075,3.8789,768.9754677618074,471.21406765290885,752.6428736103318,474.31642406036104,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48903,3086425.788,08:07:26:211,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,5,5,4.2243,4.0948,735.9820193359258,432.08551375463367,722.6673336449367,440.3411802329311,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48906,3086485.41,08:07:26:270,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,5,6,4.4038,4.2659,717.1206426515682,406.57170019856517,709.8388219449058,416.30769726257256,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48909,3086545.155,08:07:26:330,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,5,6,4.4452,4.3022,696.7285179671654,391.28229603333307,698.9259877119965,397.736920864021,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48912,3086604.785,08:07:26:390,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,6,6,4.3845,4.2023,674.9524680932232,381.0601057169996,679.3567030230597,388.96899562816577,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48915,3086664.53,08:07:26:450,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,6,7,4.3559,4.1307,658.6204306877664,373.3934629797495,664.6797395063571,382.3930517012744,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48918,3086724.152,08:07:26:509,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,6,7,4.3114,3.9935,646.3714026336738,367.6434809268119,653.6720168688302,377.4610937561058,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48921,3086783.78,08:07:26:569,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,6,7,4.1605,4.0885,637.1846315931044,363.3309943871087,645.4162248906849,373.76212529722943,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48924,3086843.531,08:07:26:629,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,7,8,4.2257,4.0696,,,,,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48927,3086903.15,08:07:26:688,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,7,8,4.1982,4.0954,,,,,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48930,3086962.776,08:07:26:748,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,7,8,4.2246,4.1290,,,,,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48933,3087022.518,08:07:26:808,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,7,8,4.1156,4.0836,,,,,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48936,3087082.147,08:07:26:867,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,7,8,4.0959,4.1237,,,,,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48939,3087141.899,08:07:26:927,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,8,9,4.1171,4.1198,,,,,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48942,3087201.522,08:07:26:987,Trial013,13 tete chat gauche.jpg,15,Gainsboro,0.0,Eye,8,9,4.1420,3.9115,,,,,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48945,3087261.268,08:07:27:046,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,8,9,3.9741,3.9119,588.3925124148781,362.2145670444428,616.8142185933087,372.494140094805,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48948,3087320.892,08:07:27:106,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,8,9,4.0687,3.8808,593.1482633882631,363.8449153161642,610.2303847714076,371.76403489506396,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48951,3087380.513,08:07:27:166,Trial013,13 tete chat gauche.jpg,15,Gainsboro,100.0,Eye,8,9,3.9631,3.9342,583.6058905182559,365.885968362794,601.505483053931,375.8618012891567,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48954,3087483.908,08:07:27:269,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Information,1,1,-,-,576.4491108657505,367.4167581477664,594.9618067658236,378.9351260847262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13 tete pointage chat gauche.jpg,
48957,3087539.657,08:07:27:325,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,3.9593,3.8870,596.1640560771565,368.52822020892114,585.0535381199986,383.1569409448593,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48960,3087599.396,08:07:27:384,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,3.8560,3.8026,588.3503348600841,369.71464305771406,582.2059595315477,379.3960920453218,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48963,3087659.02,08:07:27:444,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,3.7867,3.7738,598.8641054266859,368.5633269252327,585.5677785252278,373.00092496912725,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48966,3087718.641,08:07:27:504,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,3.9174,3.7157,600.4886395442663,373.0935830811364,585.7166156548732,369.7676799450982,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48969,3087778.391,08:07:27:563,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,3.8463,3.7951,595.8998077355245,370.6333755347389,584.5034647822725,368.533519952573,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48972,3087838.014,08:07:27:623,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,3.9359,3.7445,594.0774746363935,372.7200504084968,580.1387208201554,369.78504572829627,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48975,3087897.763,08:07:27:683,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,3.8868,3.7662,590.7479253253273,374.10577808589505,585.3041537472891,369.54025349700925,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48978,3087957.389,08:07:27:742,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,3.9564,3.9330,549.400140736785,384.78246183834307,543.0818613660555,380.5643998541319,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48981,3088017.006,08:07:27:802,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,2,2,3.9861,3.8992,505.53944116308696,394.7068700764847,503.052484880369,396.9089156956365,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48984,3088076.763,08:07:27:862,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,2,2,4.0476,3.9866,477.5904369439221,401.3516212226753,472.1062043682232,404.6492778190301,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48987,3088136.373,08:07:27:921,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,2,2,4.0874,4.0703,454.6891028997353,411.0494726485371,446.8533189287589,413.71448453022606,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48990,3088196.121,08:07:27:981,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,3,3,4.0330,3.8879,411.5397909117201,406.0859319688673,406.4469108651706,404.487658295452,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48993,3088255.749,08:07:28:041,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,3,3,4.0747,3.8956,387.4073941861185,415.55964180991987,374.82770660682706,408.4663193098357,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48996,3088315.372,08:07:28:100,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,3,3,4.0322,3.8713,368.52729034981024,414.4890130612655,354.66051034151263,406.8595222447538,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
48999,3088375.13,08:07:28:160,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,3,3,4.0856,3.8998,349.9275930684792,413.1029399724922,334.6538947770223,405.5252420265009,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49002,3088434.754,08:07:28:220,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,4,4,4.1045,3.7567,316.49463664202955,413.7910060438783,305.0393629234369,405.940786190866,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49005,3088494.503,08:07:28:280,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,4,4,4.1250,3.8759,292.62181942946955,408.84141254752853,284.030364140525,405.4842202370925,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49008,3088554.128,08:07:28:339,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,4,4,3.9970,3.8991,273.4839756914466,412.6208326198975,267.04038422473815,406.79852073148174,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49011,3088613.871,08:07:28:399,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,4,4,3.2757,3.5337,257.5023331531835,422.8897323107461,0.0,424.17885673442237,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49014,3088673.491,08:07:28:459,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,4,5,3.7359,3.8217,324.6227109740875,417.1085194861455,325.1085230961288,410.9764492584038,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49017,3088733.119,08:07:28:518,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,5,5,4.1939,4.0420,378.39342425562785,402.4315441614838,373.44724551942755,403.03985880236957,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49020,3088792.866,08:07:28:578,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,5,5,4.3128,4.0093,421.422648897444,391.5909100412189,411.0393364216767,395.0090538065026,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49023,3088852.488,08:07:28:638,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,5,5,4.2453,4.0334,448.77126280377496,390.136155017341,441.45681147481184,387.97570675289666,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49026,3088912.115,08:07:28:697,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,6,6,4.2916,4.1217,474.29906724358443,386.8539088633996,461.01541795039304,387.804509639875,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49029,3088971.858,08:07:28:757,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,6,6,4.1934,4.0662,495.2024372649264,379.84184759833903,474.7004072180349,385.2747372554372,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49032,3089031.489,08:07:28:817,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,7,7,4.2903,3.9088,516.9119230461184,381.245959313213,496.66892553864795,381.66664703266866,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49035,3089091.244,08:07:28:876,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,7,7,4.1902,4.0201,534.4615235599198,379.21471825160523,525.9033926301483,380.6324860461787,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49038,3089150.862,08:07:28:936,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,8,8,4.4543,4.1320,543.4810541145772,386.0155063928305,545.2159419939753,387.40859884949214,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49041,3089210.484,08:07:28:996,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,8,8,4.3154,4.1579,557.774542626883,386.1175923696149,560.8242865221537,383.48813289905024,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49044,3089270.232,08:07:29:055,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,8,8,4.1836,4.1358,562.9556338311764,382.43482278558395,560.2612757298594,383.1377929263365,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49047,3089329.859,08:07:29:115,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,8,8,4.2505,4.0768,569.2899726114796,384.4289733934792,564.1283474665883,379.359584433093,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49050,3089389.607,08:07:29:175,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,9,9,4.3176,4.0940,569.6872416210816,381.9397247730037,567.7555251048636,378.03693662484704,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49053,3089449.241,08:07:29:234,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,9,9,4.2310,4.0413,569.5022617366437,371.0579052923217,577.1821523420292,373.1793657497069,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49056,3089508.852,08:07:29:294,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,10,10,4.2725,4.0439,569.5216439885071,373.70079487127373,582.5635498043713,372.3093907537065,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49059,3089568.6,08:07:29:354,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,10,10,4.3160,4.0341,567.7129131714835,376.5461627391556,582.7181107568832,372.56573670969084,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49062,3089628.228,08:07:29:413,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,10,10,4.2730,4.1818,569.7764390372247,379.69257118964543,573.3730703241681,376.1997136657418,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49065,3089687.851,08:07:29:473,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,10,10,4.2357,4.1705,568.6198579024658,380.54173608266154,570.7510222025066,379.07938023370025,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49068,3089747.605,08:07:29:533,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,10,11,4.2559,4.0195,575.3999619414366,382.39388770505343,577.2984028082532,374.5745033428681,White Space,White Space,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49071,3089807.231,08:07:29:592,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,4.1873,4.0908,494.66932588285056,362.5752001622425,496.093156532963,356.69342375877426,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49074,3089866.974,08:07:29:652,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,4.1873,4.1127,434.095685071005,347.72602516364896,435.16355805858933,343.2974547292185,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49077,3090049.801,08:07:29:835,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,4.1873,4.1127,388.65232892143706,336.59438025512964,389.4532336621253,333.25571429747754,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49080,3090181.921,08:07:29:967,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,4.1873,4.1127,354.53886908667926,328.25090872092494,355.1395476421954,325.7296711208566,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49083,3090314.046,08:07:30:099,Trial014,14 tete pointage chat gauche.jpg,15,Gainsboro,80.7197,Eye,1,1,4.1873,4.1127,328.96899911950345,321.98997244514544,329.4195080361406,320.081806113265,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
49086,3090446.174,08:07:30:231,Trial015,15 devant point chat gauche.jpg,15,Gainsboro,0.0,Eye,-,-,-,-,309.7605523443426,317.28753079336286,310.09843403182043,315.8391679126232,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
