Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,groupe d'enfants
94069,3034885.949,08:06:34:671,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,-,3.7560,3.7610,913.6735711248393,385.069228898913,932.0951272886949,384.9375169947496,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41377,3034945.543,08:06:34:730,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,13,9,3.9083,3.6650,749.2896643022237,358.89816210901154,763.1058314251154,365.2110578246695,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41380,3035064.929,08:06:34:850,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,61,57,3.5099,4.1877,725.2733680485973,365.87648361515517,737.1768897933098,364.31617584113945,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94078,3035144.661,08:06:34:930,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,61,57,3.8978,3.9014,608.0254613495977,352.66043929187776,616.9531026581321,349.82002397792763,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41386,3035243.938,08:06:35:029,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,59,59,4.0325,4.2757,616.9824589628823,362.76132103433224,626.2424535973522,356.8759666742124,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41389,3035303.694,08:06:35:089,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,59,59,4.0988,4.2144,626.2916760627384,365.8289598356248,633.3159082323203,366.294531915027,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94087,3035383.184,08:06:35:168,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,62,58,4.1801,4.2701,631.2718211428277,372.39308451705676,645.3201006264833,369.9109922625954,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94090,3035442.81,08:06:35:228,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,62,58,4.1792,4.3005,629.1894493332372,380.16741099525905,641.8651234738115,376.6266478806284,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94093,3035522.419,08:06:35:307,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,60,60,4.0477,4.2967,640.0315269350938,389.0718140107552,645.3743320401161,376.2956403347479,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94096,3035582.053,08:06:35:367,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,60,60,4.3276,4.2756,641.7942781647113,389.8195862361997,642.1954167895584,379.06734480705916,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41404,3035641.823,08:06:35:427,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,60,60,4.2039,4.3821,641.9022437124069,391.03598929360993,652.4857258084797,378.06534099337165,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94102,3035721.304,08:06:35:506,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,60,60,4.3334,4.3300,638.6453465158003,387.1148922433921,651.9553189228012,378.63094807514557,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41410,3035820.806,08:06:35:606,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,60,60,4.4631,4.4018,639.5514908619969,384.4383387727935,645.9678450217306,387.66685787073874,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94108,3035900.307,08:06:35:685,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,61,61,4.4711,4.3935,638.1134535777448,388.80398248821064,645.7669927891668,386.3658805935635,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41416,3035999.773,08:06:35:785,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,61,61,4.4020,4.4528,637.4722325703692,383.0110357525052,642.0202152335349,385.3234447858019,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94114,3036079.296,08:06:35:864,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,61,61,4.5244,4.5761,644.03037932396,384.01062262885534,643.8595766957229,382.47996595354266,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41422,3036178.801,08:06:35:964,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,60,4.3901,4.4659,547.0179543849373,363.54743646234255,546.8898524137595,362.38220582402874,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94120,3036278.29,08:06:36:063,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,62,62,4.7342,4.6813,576.272656951995,377.3864354471227,581.0571638223138,372.15128845751593,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94123,3036357.802,08:06:36:143,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,62,62,4.8850,4.6708,605.3113224692352,388.9165055932287,611.6565613905518,382.8165393701648,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94126,3036417.543,08:06:36:202,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,62,62,4.8899,4.8075,623.6985816849144,395.850849897384,634.9422064312519,387.65703288844423,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41434,3036481.56,08:06:36:266,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,65,61,4.7949,4.7139,554.4468345957449,399.468771694667,561.8910603268729,397.37076231482433,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41437,3036576.671,08:06:36:362,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,63,63,4.6282,4.8113,592.4162331567096,399.4297920438844,600.1763652151872,401.75168661313694,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41440,3036656.141,08:06:36:441,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,63,63,4.6497,4.9586,624.7921915526085,403.48197549523826,632.5189166105682,397.452198981356,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94138,3036795.409,08:06:36:580,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,63,63,4.5853,4.8105,643.3031196457393,404.19817785153543,663.007156387886,398.61626659164057,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41446,3036855.014,08:06:36:640,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,63,63,4.6950,4.8002,663.9834586471701,405.03956913466374,671.9975716165188,397.5200324449415,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41449,3036934.652,08:06:36:720,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,63,63,4.5279,4.7808,670.1683061003852,403.0728673405051,688.2811745477599,394.27308434950737,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94147,3037014.204,08:06:36:799,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,63,63,4.6030,4.6728,681.0734461408415,400.752637169887,689.5529603756517,393.8012239898494,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94150,3037093.763,08:06:36:879,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,63,63,4.4469,4.6910,682.9887110365912,402.3832556440665,700.0802289754337,391.313455648353,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41458,3037173.265,08:06:36:958,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,66,62,4.5093,4.6570,689.8787613788472,400.2935185017691,700.4477291138878,395.09410829505543,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94156,3037252.902,08:06:37:038,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,66,62,4.2904,4.5451,758.2975560591151,399.9353585685245,759.1387051382974,393.6308137745674,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94159,3037352.372,08:06:37:137,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,64,64,4.3388,4.5109,807.272165158344,401.94048206803564,804.122448040441,398.8759366516106,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94162,3037431.921,08:06:37:217,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,64,64,4.2795,4.5802,845.7211052540439,401.93861377741564,835.103341663151,399.45148131958996,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41470,3037531.371,08:06:37:316,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,64,64,4.2400,4.5125,868.5582371898448,406.1327287962371,863.8766751449094,399.3662165283892,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94168,3037591.016,08:06:37:376,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,64,64,4.1262,4.4362,890.5841548290757,402.861530313661,888.5022580216727,399.81405417787414,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94171,3037670.64,08:06:37:456,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,-,3.9769,4.4336,910.1528176876691,403.0315474046965,902.2043848667536,404.9419668668933,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41479,3037750.135,08:06:37:535,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,-,3.9860,4.4156,926.7804207951364,408.89961272531286,922.0963886675781,404.99579482624875,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94177,3037849.665,08:06:37:635,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,-,3.7846,4.2369,944.2027210297606,408.3714946485209,935.2150163231524,401.92291656771545,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94180,3037929.184,08:06:37:714,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,14,10,3.9805,4.2829,772.189980575402,381.87719226994085,765.4492020454459,377.0235205775075,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41488,3038028.636,08:06:37:813,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,65,65,4.0955,4.1298,831.5027350048741,387.3434299668114,826.6950210750607,386.3121529569539,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94186,3038108.134,08:06:37:893,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,65,65,4.1667,4.1296,867.6094012444887,394.91522492805655,872.8584663593266,393.59134715238537,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41494,3038207.651,08:06:37:993,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,66,66,3.8934,4.0660,918.0662785750749,404.4904667533059,918.0890680176484,401.12943389483706,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94192,3038327.006,08:06:38:112,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,68,65,3.9044,3.9724,955.1206677770085,410.6777169674403,950.9325477477021,404.48689119183155,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94195,3038426.513,08:06:38:211,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,68,65,3.7204,3.8716,979.4670984674824,420.5515140103,967.5416307352193,409.3162933444859,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94198,3038505.994,08:06:38:291,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,68,65,3.9208,3.9612,891.8732463148215,410.0629064144092,895.544527177605,403.70191603423666,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41506,3038585.635,08:06:38:370,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,68,65,3.9797,3.9197,828.6464998475674,406.12759238914157,839.0663308163573,401.52921826438364,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41509,3038665.126,08:06:38:450,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,68,66,3.2111,4.0216,782.7415437022198,399.8971008962382,782.0744788873835,396.50418055396267,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94207,3038764.672,08:06:38:550,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,3.6325,3.9799,752.1671540701659,398.0870817742372,753.0977489205602,391.8562056847659,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41515,3038844.121,08:06:38:629,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,3.9196,3.9419,724.060731086479,394.55600938291644,723.3874209364278,387.22236454908,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41518,3038923.735,08:06:38:709,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,3.9536,3.9427,700.8439078755628,392.4564567709626,703.8644501205418,386.14560910075454,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94216,3038983.377,08:06:38:768,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,4.0190,4.0086,677.7876224475866,391.48735482681235,684.0323484249852,388.81562431950823,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94219,3039043.013,08:06:38:828,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,4.0210,4.0518,674.3123662869612,387.7971889513493,666.6361787663764,387.8092838961451,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41527,3039122.623,08:06:38:907,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,4.1165,4.1066,672.1405289039027,386.188616149622,661.9298483971288,385.92636835778467,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94225,3039202.116,08:06:38:987,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,4.1596,4.1916,657.0620427187092,385.34984505726925,666.9769677794516,388.19689619450344,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41533,3039281.713,08:06:39:067,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,4.0979,4.2076,653.0697298379431,385.3131883987346,655.9982449775202,387.5151388416985,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94231,3039361.354,08:06:39:146,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,4.3542,4.2233,649.059668435565,384.7976889564679,656.9640875009558,387.5060012327368,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94234,3039460.723,08:06:39:246,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,4.2714,4.4030,652.6297725964646,386.8540689484813,657.7987697025764,388.10514945448017,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41542,3039520.505,08:06:39:305,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,67,67,4.3760,4.3743,648.5581831840113,382.26294182395344,656.6289943914155,385.3435771036331,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94240,3039580.139,08:06:39:365,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,69,67,4.3918,4.4361,649.1323540738239,377.7605237548421,661.7147206450385,382.05676987397413,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41548,3039679.63,08:06:39:464,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,69,67,4.4461,4.4570,645.0396597867317,383.6464231814974,660.6884339952421,381.5477964171513,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94246,3039798.848,08:06:39:584,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,68,68,4.3908,4.4335,640.1793973627778,380.5045048000238,663.1288500806057,383.7373974974174,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94249,3039878.488,08:06:39:663,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,68,68,4.4543,4.4816,643.1786135840213,383.1705016853374,651.7763414166433,387.55867328406663,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94252,3040017.76,08:06:39:803,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,68,68,4.5468,4.5065,649.5962652265839,383.72107962077143,654.5460466660369,382.4266531203447,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41560,3040097.23,08:06:39:882,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,68,68,4.4519,4.5700,642.0711567147476,383.7240852912819,658.292658570266,388.78480867500195,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41563,3040196.726,08:06:39:982,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,70,68,4.5169,4.5533,650.2816012017244,385.3105561843454,653.832728709527,388.5040270081092,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94261,3040316.094,08:06:40:101,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,69,69,4.3263,4.5414,647.5984400692878,387.650540489352,638.9606305482819,390.7844351379855,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41569,3040435.386,08:06:40:220,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,69,69,4.5932,4.6932,639.9560977518498,391.3430755576241,638.2690036904493,397.03498221608345,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94267,3040514.983,08:06:40:300,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,70,70,4.1251,4.2463,645.8517533197695,391.18496027866934,641.2762889112977,396.33096090416655,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94270,3040594.471,08:06:40:379,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,70,70,4.4269,4.6020,650.7053385715764,392.5745909194117,647.5167908895233,396.1721516944722,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41578,3040674.084,08:06:40:459,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,71,71,4.4649,4.6437,644.909010766032,412.4185707444277,646.7894325898691,413.58566218335034,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94276,3040753.592,08:06:40:538,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,71,71,4.4930,4.5277,638.5800503389166,430.1030455804457,648.9268524893264,428.3012562168808,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94279,3040853.085,08:06:40:638,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,71,71,4.4807,4.6173,640.0734579482878,440.41067571380364,647.3406238831244,440.84928201990806,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41587,3040932.715,08:06:40:718,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,71,71,4.3603,4.5125,640.3804573506324,446.61492374215425,648.0809240347145,447.64808458201315,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94285,3041012.222,08:06:40:797,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,71,71,4.2623,4.4282,649.7658599606037,452.8384348741362,649.0799258109951,458.58375428183194,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41593,3041071.816,08:06:40:857,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,15,12,4.3068,4.4671,551.6501689987356,415.1720948963431,551.135718386529,419.4638463202856,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41596,3041171.332,08:06:40:956,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,15,12,4.3068,4.4671,478.05794004758957,386.91758301622934,477.67210208843466,390.119158452357,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94294,3041401.634,08:06:41:186,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,15,12,4.3068,4.4671,422.85433393594013,365.75223771804497,422.5649554665739,368.13618116331145,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41602,3041646.347,08:06:41:431,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,72,72,4.1507,4.2472,480.5371046744301,399.4830608811608,477.41995769625123,398.46788806273895,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41605,3041702.551,08:06:41:487,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,73,71,4.1410,4.2265,526.0416265711876,418.02855196020914,524.0939600381319,422.9248998195477,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94303,3041782.39,08:06:41:567,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,73,73,3.9377,4.0112,560.3252556456,419.0672905160902,564.1323174535923,419.79538872820063,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
94306,3041879.81,08:06:41:665,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,73,73,3.6881,3.7414,592.1225584263588,417.63245234473874,582.7488139063247,421.22146517030046,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41614,3041947.413,08:06:41:732,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,74,72,3.5059,3.5534,605.5307868231062,417.8189411419578,603.4910429116336,417.40059463513853,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94312,3042049.74,08:06:41:835,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,74,74,3.9414,3.9244,619.3045288821343,455.4071066511262,611.7376286028116,455.9594799446652,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41620,3042100.319,08:06:41:885,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,74,74,3.9399,3.9398,623.3958410332407,481.9098454781721,616.8942212178506,490.02799225598716,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94318,3042160.052,08:06:41:945,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,74,74,3.9661,3.9765,627.9379460089341,501.46861372116655,624.0748922084351,506.6414468637532,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41626,3042219.689,08:06:42:005,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,-,3.9601,3.9597,535.0962543297161,451.63449980493397,532.1989639793418,455.4968865300447,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94324,3042322.397,08:06:42:107,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,-,4.0718,4.0739,465.49536983697016,414.26394103878687,463.3224020741894,417.1434929507907,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41632,3042430.602,08:06:42:215,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,-,4.1443,4.1452,413.3263454108725,386.2443536886648,411.6966195887869,388.38677949083836,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
94330,3042545.852,08:06:42:331,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,-,4.2678,4.2150,374.2087386357406,365.1869829843696,372.98644426917645,366.77656420417054,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,TS
41638,3042597.702,08:06:42:383,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,-,-,4.2071,4.3167,438.4436122681389,384.66305192285427,441.5471116212081,385.33773139945544,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41641,3042657.283,08:06:42:442,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,75,75,4.3538,4.2839,505.2030183755012,385.06355713458186,502.1255192233091,394.527334027709,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
41644,3042716.917,08:06:42:502,Trial001,01vnvg151201b1.avi,15,Gainsboro,54.3677,Eye,75,75,4.5063,4.3767,551.1610807649389,390.3796437648316,557.66385903778,396.25419182651046,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,
