Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,groupe d'enfants,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular
908,2364366.509,13:46:57:725,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6136,3.4933,757.5977143998933,571.2283899035149,717.7890138514688,574.2893277671056,-,-,0.0356,0.0329,-0.9988,-0.0562,0.0264,-0.9981,0,-,-,-,-,-,-,-,-,,,,,,,
912,2364433.281,13:46:57:791,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6406,3.5414,757.8144559970779,570.4252503403156,721.0850016947236,576.4032663624225,-,-,0.0274,0.0365,-0.999,-0.0348,0.04,-0.9986,0,-,-,-,-,-,-,-,-,,,,,,,
916,2364500.054,13:46:57:858,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6633,3.5527,760.7578759874925,572.2574897288505,725.3925465564447,572.4538306853352,-,-,0.0228,0.0275,-0.9994,-0.0557,0.0358,-0.9978,0,-,-,-,-,-,-,-,-,,,,,,,
920,2364566.828,13:46:57:925,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6444,3.5616,634.4917184816816,503.7052920857226,729.3733456056957,568.9347043015358,White Space,-,0.0375,0.008,-0.9993,-0.0496,0.0211,-0.9985,0,-,-,-,-,-,-,-,-,,,,,,,
924,2364633.605,13:46:57:992,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6213,3.5455,539.835201894877,452.3020325376313,729.396839727607,566.6873087227327,White Space,-,0.0548,0.0006,-0.9985,-0.0695,0.0138,-0.9975,0,-,-,-,-,-,-,-,-,,,,,,,
928,2364700.381,13:46:58:059,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6354,3.5423,468.8477166183989,413.7477149817575,732.5971688825728,563.6429372199558,White Space,-,0.0301,0.0272,-0.9992,-0.0656,0.0364,-0.9972,0,-,-,-,-,-,-,-,-,,,,,,,
932,2364767.157,13:46:58:125,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6548,3.562,415.6058518048651,384.80671700839423,725.155001183513,562.4595562254857,White Space,-,0.0172,0.0277,-0.9995,-0.0599,0.027,-0.9978,0,-,-,-,-,-,-,-,-,,,,,,,
936,2364833.932,13:46:58:192,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.7194,3.5763,502.0201666757398,431.8911411402049,718.1536900745247,560.8518496058673,-,-,0.0388,0.0405,-0.9984,-0.0764,0.0313,-0.9966,0,-,-,-,-,-,-,-,-,,,,,,,
940,2364900.707,13:46:58:259,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.7893,3.579,555.106206909506,467.3381729078244,722.4906308750988,564.1835885971179,-,-,0.0352,0.0348,-0.9988,-0.0646,0.027,-0.9975,0,-,-,-,-,-,-,-,-,,,,,,,
944,2364967.482,13:46:58:326,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.7782,3.5685,480.39100451330944,425.03538566078976,723.5085029340468,564.29550711983,White Space,-,0.0268,0.0199,-0.9994,-0.0493,0.0148,-0.9987,0,-,-,-,-,-,-,-,-,,,,,,,
948,2365034.258,13:46:58:392,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.7746,3.5669,424.39240243034783,393.2755329283366,728.0252096198457,563.785146565503,White Space,-,0.029,0.0188,-0.9994,-0.0433,0.0195,-0.9989,0,-,-,-,-,-,-,-,-,,,,,,,
952,2365101.033,13:46:58:459,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.7566,3.5792,382.4099357546366,369.4653540658517,727.3989008132946,562.7803508134481,White Space,-,0.0422,0.0121,-0.999,-0.0678,0.0445,-0.9967,0,-,-,-,-,-,-,-,-,,,,,,,
956,2365167.808,13:46:58:526,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.7488,3.5683,350.9226603864941,351.6296384655179,728.2341141068816,566.1105729593667,White Space,-,0.0465,0.02,-0.9987,-0.0505,0.0186,-0.9986,0,-,-,-,-,-,-,-,-,,,,,,,
960,2365234.584,13:46:58:593,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.739,3.55,454.7887370686913,409.3729508643057,610.276190893516,498.8570994060041,-,White Space,0.0218,0.034,-0.9992,-0.0458,-0.0066,-0.9989,0,-,-,-,-,-,-,-,-,,,,,,,
964,2365301.359,13:46:58:660,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6962,3.5192,405.2159255004712,381.5743124709628,637.2030115970472,514.7368384502442,White Space,-,0.0238,0.0252,-0.9994,-0.0483,0.0134,-0.9987,0,-,-,-,-,-,-,-,-,,,,,,,
968,2365368.134,13:46:58:726,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6715,3.5215,491.24245463661236,429.60140284958965,666.5683279188594,528.5775637689189,-,-,0.0396,0.0319,-0.9987,-0.0465,0.0207,-0.9987,0,-,-,-,-,-,-,-,-,,,,,,,
972,2365434.931,13:46:58:793,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6232,3.5222,559.1488495100488,466.57891768229985,682.149836518878,542.1929641578676,-,-,0.0445,0.0308,-0.9985,-0.0274,0.0366,-0.999,0,-,-,-,-,-,-,-,-,,,,,,,
976,2365501.736,13:46:58:860,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6069,3.5365,608.4428110190479,496.84279396738066,695.127144980758,544.2887629704335,-,-,0.0524,0.0306,-0.9982,-0.0258,0.0384,-0.9989,0,-,-,-,-,-,-,-,-,,,,,,,
980,2365568.536,13:46:58:927,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.6216,3.5442,635.6502069716491,519.4330916866425,696.5925976635054,546.5594970943937,-,-,0.0436,0.0384,-0.9983,-0.0337,0.0289,-0.999,0,-,-,-,-,-,-,-,-,,,,,,,
984,2365635.322,13:46:58:993,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.5959,3.5374,651.3360594010069,537.0924800886789,702.2305166694797,552.0796271431162,-,-,0.0139,0.05,-0.9987,-0.0218,0.0324,-0.9992,0,-,-,-,-,-,-,-,-,,,,,,,
988,2365702.109,13:46:59:060,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,1,3.602,3.5261,669.0092661693149,548.7822078597733,706.546777503989,552.8720290747297,-,-,0.0321,0.0546,-0.998,-0.0296,0.0419,-0.9987,0,-,-,-,-,-,-,-,-,,,,,,,
992,2365768.896,13:46:59:127,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,1,2,3.6079,3.4889,673.8049672639686,519.8689743432592,709.3309075117293,529.3937390255223,White Space,White Space,-0.0206,0.2408,-0.9704,-0.071,0.1895,-0.9793,0,-,-,-,-,-,-,-,-,,,,,,,
996,2365835.682,13:46:59:194,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,2,3.5023,3.353,657.7522232994856,486.4139241913469,683.2632046375818,491.2318562308592,AOI 001,AOI 001,-0.0583,0.3254,-0.9438,-0.1181,0.3282,-0.9372,0,-,-,-,-,-,-,-,-,,,,,,,
1000,2365902.469,13:46:59:261,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,2,3.4619,3.3048,655.2017429655825,464.42298433219486,670.7521817652523,461.0127385244102,AOI 001,AOI 001,-0.0541,0.3308,-0.9422,-0.111,0.313,-0.9432,0,-,-,-,-,-,-,-,-,,,,,,,
1004,2365969.256,13:46:59:327,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,2,3.4397,3.2576,644.3650477931648,447.244278123804,652.0172126285701,441.95052545620126,AOI 001,AOI 001,-0.0575,0.3343,-0.9407,-0.111,0.3183,-0.9415,0,-,-,-,-,-,-,-,-,,,,,,,
1008,2366036.042,13:46:59:394,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,2,3.4066,3.2263,640.4450695928767,432.6544732481718,640.9573191220187,432.3207563799614,AOI 001,AOI 001,-0.055,0.3313,-0.9419,-0.1115,0.3152,-0.9425,0,-,-,-,-,-,-,-,-,,,,,,,
1012,2366102.829,13:46:59:461,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,2,3.3901,3.2062,638.7007154982886,424.2881899827773,630.0113585914272,416.42035754297547,AOI 001,AOI 001,-0.0479,0.3327,-0.9418,-0.1137,0.313,-0.9429,0,-,-,-,-,-,-,-,-,,,,,,,
1016,2366169.616,13:46:59:528,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,2,3.3817,3.1774,634.5086087027643,413.7820743712494,628.3771936220768,405.4855149496408,AOI 001,AOI 001,-0.0477,0.3207,-0.946,-0.1105,0.3143,-0.9429,0,-,-,-,-,-,-,-,-,,,,,,,
1020,2366236.402,13:46:59:595,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,2,3.3342,3.1324,627.5089204068705,410.20797748397365,622.3825426824378,405.1274158909464,AOI 001,AOI 001,-0.0515,0.3215,-0.9455,-0.1061,0.3062,-0.946,0,-,-,-,-,-,-,-,-,,,,,,,
1024,2366303.186,13:46:59:661,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,2,3.3182,3.1112,624.7756063866598,409.6147880980034,621.9273904505384,398.4634966078733,AOI 001,AOI 001,-0.046,0.3057,-0.951,-0.0955,0.3054,-0.9474,0,-,-,-,-,-,-,-,-,,,,,,,
1028,2366369.969,13:46:59:728,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,2,3.3075,3.1005,622.1323662055777,402.8164745955989,616.6283332147623,394.98676819007545,AOI 001,AOI 001,-0.0404,0.3069,-0.9509,-0.0938,0.2993,-0.9495,0,-,-,-,-,-,-,-,-,,,,,,,
1032,2366436.743,13:46:59:795,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,2,3,3.2931,3.0863,589.8480836323433,402.7772502803288,583.3048402633161,389.41679827217683,White Space,White Space,-0.1272,0.2945,-0.9471,-0.1787,0.29,-0.9402,0,-,-,-,-,-,-,-,-,,,,,,,
1036,2366503.514,13:46:59:862,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,3,3,3.2956,3.1116,519.1492203861831,403.3959410091329,519.2138224605674,394.6829558684828,White Space,White Space,-0.2448,0.2767,-0.9293,-0.3021,0.2618,-0.9166,0,-,-,-,-,-,-,-,-,,,,,,,
1040,2366570.285,13:46:59:928,Trial001,1 coucou D.png,26,Cyan,53.5724,Eye,3,3,3.3235,3.1232,473.5186093305476,401.2596895030685,480.8834311616937,397.16395140456996,White Space,White Space,-0.2545,0.2721,-0.928,-0.2977,0.2635,-0.9176,0,-,-,-,-,-,-,-,-,,,,,,,
7648,2366620.364,13:46:59:978,Trial002,2 devant.png,26,Cyan,98.3016,Eye,1,1,3.3046,3.1344,443.97880470737044,399.2103607939578,437.50166646482296,398.62193609545943,White Space,White Space,-0.2493,0.2625,-0.9322,-0.3002,0.251,-0.9203,0,-,-,-,-,-,-,-,-,,,,,,,
7652,2366687.135,13:47:00:045,Trial002,2 devant.png,26,Cyan,98.3016,Eye,1,1,3.2968,3.1767,415.4919684286885,401.4513474332135,409.10973338748175,398.4454874852754,White Space,White Space,-0.2368,0.2626,-0.9354,-0.2907,0.2534,-0.9227,0,-,-,-,-,-,-,-,-,,,,,,,
7656,2366753.906,13:47:00:112,Trial002,2 devant.png,26,Cyan,98.3016,Eye,1,1,3.2999,3.1881,393.880510714111,403.14253905978995,390.07130369721466,396.28191737646506,White Space,White Space,-0.2323,0.2699,-0.9344,-0.2833,0.2523,-0.9252,0,-,-,-,-,-,-,-,-,,,,,,,
7660,2366820.677,13:47:00:179,Trial002,2 devant.png,26,Cyan,98.3016,Eye,1,1,3.2821,3.194,375.8717282013695,402.47183826772175,374.14286978289374,394.4756931326124,White Space,White Space,-0.2259,0.265,-0.9374,-0.2753,0.2667,-0.9236,0,-,-,-,-,-,-,-,-,,,,,,,
7664,2366887.449,13:47:00:245,Trial002,2 devant.png,26,Cyan,98.3016,Eye,1,1,3.2581,3.1977,363.0988268117872,401.0806934972026,357.91409946718767,394.88065492191026,White Space,White Space,-0.2058,0.2717,-0.9401,-0.259,0.2585,-0.9306,0,-,-,-,-,-,-,-,-,,,,,,,
7668,2366954.22,13:47:00:312,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,2,3.2566,3.2054,418.9803580265783,395.521941119794,414.22759254022867,383.42043259152246,White Space,White Space,-0.0127,0.3239,-0.946,-0.0627,0.32,-0.9453,0,-,-,-,-,-,-,-,-,,,,,,,
7672,2367020.991,13:47:00:379,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,2,3.261,3.1899,471.1999505100895,386.3612410501978,464.34681383565214,381.4795903927706,White Space,White Space,-0.0067,0.3237,-0.9461,-0.058,0.3186,-0.9461,0,-,-,-,-,-,-,-,-,,,,,,,
7676,2367087.762,13:47:00:446,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,2,3.2471,3.1886,507.0155312451242,386.5313410189462,506.58115009895903,380.2421485293671,White Space,White Space,-0.0138,0.3226,-0.9464,-0.0651,0.3113,-0.9481,0,-,-,-,-,-,-,-,-,,,,,,,
7680,2367154.529,13:47:00:512,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,2,3.2234,3.1711,535.7743047561181,389.4006246852087,532.5423384271419,377.978908722111,White Space,White Space,-0.0154,0.3166,-0.9484,-0.063,0.3135,-0.9475,0,-,-,-,-,-,-,-,-,,,,,,,
7684,2367221.29,13:47:00:579,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,2,3.2167,3.1695,553.919564284065,386.27520069585444,555.6163070354521,375.7667230947175,White Space,White Space,-0.0214,0.3288,-0.9441,-0.0688,0.3136,-0.9471,0,-,-,-,-,-,-,-,-,,,,,,,
7688,2367288.051,13:47:00:646,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,2,3.2202,3.1784,560.4898063367427,386.8478710693604,571.6750494723038,375.34807197431144,White Space,White Space,-0.0178,0.3205,-0.9471,-0.0657,0.3181,-0.9458,0,-,-,-,-,-,-,-,-,,,,,,,
7692,2367354.812,13:47:00:713,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,2,3.2236,3.1676,569.7798279067695,386.13780084818654,590.7973671730782,377.43542342469186,White Space,White Space,-0.0167,0.3218,-0.9467,-0.0683,0.3161,-0.9463,0,-,-,-,-,-,-,-,-,,,,,,,
7696,2367421.573,13:47:00:779,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,2,3.2356,3.176,585.143031665707,389.59638053031625,595.5052588157449,372.6629951863727,White Space,White Space,0.0005,0.328,-0.9447,-0.0532,0.3106,-0.949,0,-,-,-,-,-,-,-,-,,,,,,,
7700,2367488.334,13:47:00:846,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,3,3.2295,3.178,596.8594141089958,379.75845832314195,611.1829369645745,373.1871843604732,White Space,White Space,-0.0099,0.3272,-0.9449,-0.0502,0.3113,-0.949,0,-,-,-,-,-,-,-,-,,,,,,,
7704,2367555.095,13:47:00:913,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,3,3.2379,3.181,606.2162797719661,379.6764766132435,614.234264751466,367.6398080839384,White Space,White Space,-0.0016,0.3325,-0.9431,-0.0516,0.309,-0.9497,0,-,-,-,-,-,-,-,-,,,,,,,
7708,2367621.856,13:47:00:980,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,3,3.2365,3.1861,615.6162735753193,371.7677649814768,620.4220919865647,367.75131290851346,White Space,White Space,-0.0052,0.3205,-0.9472,-0.0515,0.3118,-0.9488,0,-,-,-,-,-,-,-,-,,,,,,,
7712,2367688.617,13:47:01:047,Trial002,2 devant.png,26,Cyan,98.3016,Eye,2,3,3.2404,3.1761,615.1580498238973,369.7544658832277,631.3936764161182,367.9691835721728,White Space,White Space,-0.0064,0.3331,-0.9429,-0.0537,0.3158,-0.9473,0,-,-,-,-,-,-,-,-,,,,,,,
7716,2367755.378,13:47:01:113,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2372,3.1887,547.9944121212907,372.21846417043764,561.2400764309075,372.10792786689615,White Space,White Space,-0.2326,0.2883,-0.9288,-0.2773,0.2724,-0.9214,0,-,-,-,-,-,-,-,-,,,,,,,
7720,2367822.139,13:47:01:180,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2351,3.1997,501.1120425330349,374.4713794157044,498.23777923773,371.84137575805704,White Space,White Space,-0.2241,0.2872,-0.9313,-0.273,0.2694,-0.9235,0,-,-,-,-,-,-,-,-,,,,,,,
7724,2367888.9,13:47:01:247,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2275,3.2139,462.25062642959597,380.3690742981636,456.9241328115917,374.92601683609183,White Space,White Space,-0.2224,0.2936,-0.9297,-0.268,0.2605,-0.9275,0,-,-,-,-,-,-,-,-,,,,,,,
7728,2367955.661,13:47:01:314,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2293,3.2248,427.11130942239527,386.24787052202197,430.410473680887,379.11417359552354,White Space,White Space,-0.2185,0.2908,-0.9315,-0.266,0.2647,-0.9269,0,-,-,-,-,-,-,-,-,,,,,,,
7732,2368022.422,13:47:01:380,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2387,3.2395,410.48456133885406,388.1606788192058,409.305312436583,382.7388243740545,White Space,White Space,-0.1994,0.2775,-0.9398,-0.2516,0.2596,-0.9324,0,-,-,-,-,-,-,-,-,,,,,,,
7736,2368089.184,13:47:01:447,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2334,3.2614,394.64318125286536,395.72284819115436,386.9547740642827,384.7235456532328,White Space,White Space,-0.1975,0.2765,-0.9405,-0.2314,0.2603,-0.9374,0,-,-,-,-,-,-,-,-,,,,,,,
7740,2368157.278,13:47:01:515,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2363,3.2697,381.10471924541497,392.14425012946566,375.4923940400905,387.25356227669886,White Space,White Space,-0.1889,0.2871,-0.9391,-0.2278,0.2634,-0.9374,0,-,-,-,-,-,-,-,-,,,,,,,
7744,2368225.373,13:47:01:583,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2218,3.2657,374.44589934768703,390.213020188745,370.49596522267103,388.6336347855512,White Space,White Space,-0.1805,0.2837,-0.9418,-0.221,0.2691,-0.9374,0,-,-,-,-,-,-,-,-,,,,,,,
7748,2368293.467,13:47:01:651,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2192,3.2762,373.7747453428507,387.94412449606057,363.7559429354346,387.4175804105807,White Space,White Space,-0.1751,0.29,-0.9409,-0.2203,0.2715,-0.9369,0,-,-,-,-,-,-,-,-,,,,,,,
7752,2368361.561,13:47:01:719,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1974,3.2987,356.81371972686264,391.783521008416,353.6901353197431,387.71639593367746,White Space,White Space,-0.1855,0.2883,-0.9394,-0.2266,0.2775,-0.9336,0,-,-,-,-,-,-,-,-,,,,,,,
7756,2368429.655,13:47:01:788,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2059,3.2997,346.27083932376246,395.2006556510674,351.00582067449017,384.85761221341136,White Space,White Space,-0.1841,0.2953,-0.9375,-0.2366,0.2731,-0.9324,0,-,-,-,-,-,-,-,-,,,,,,,
7760,2368497.749,13:47:01:856,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1976,3.3157,339.8239914352798,390.6038240047544,356.23781863725446,385.6732211816515,White Space,White Space,-0.1962,0.2978,-0.9342,-0.2488,0.2709,-0.9299,0,-,-,-,-,-,-,-,-,,,,,,,
7764,2368565.843,13:47:01:924,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.184,3.3017,339.308779365334,388.8592872585172,350.9197508025675,385.566854867022,White Space,White Space,-0.1992,0.2909,-0.9358,-0.258,0.2728,-0.9268,0,-,-,-,-,-,-,-,-,,,,,,,
7768,2368633.937,13:47:01:992,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1923,3.2882,342.5669590064443,388.7328038511209,338.16180878587136,382.6566509015438,White Space,White Space,-0.2174,0.301,-0.9285,-0.2655,0.2883,-0.92,0,-,-,-,-,-,-,-,-,,,,,,,
7772,2368702.031,13:47:02:060,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1843,3.2711,349.45134448530956,386.8668018846496,330.7718570455718,381.88272019483543,White Space,White Space,-0.2211,0.3169,-0.9223,-0.2736,0.2881,-0.9177,0,-,-,-,-,-,-,-,-,,,,,,,
7776,2368770.125,13:47:02:128,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1829,3.2727,343.41728756826205,385.0923092927023,335.4654640816169,380.5310545096685,White Space,White Space,-0.2233,0.3155,-0.9223,-0.29,0.2856,-0.9134,0,-,-,-,-,-,-,-,-,,,,,,,
7780,2368838.219,13:47:02:196,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1709,3.2679,351.3345129115365,384.4816494369525,337.7885621691074,383.7261469832555,White Space,White Space,-0.2284,0.3131,-0.9219,-0.286,0.2871,-0.9142,0,-,-,-,-,-,-,-,-,,,,,,,
7784,2368906.312,13:47:02:264,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1752,3.2819,348.98065403582035,382.62057259692506,339.3783444838614,386.22639357210835,White Space,White Space,-0.2313,0.3074,-0.923,-0.2917,0.2863,-0.9127,0,-,-,-,-,-,-,-,-,,,,,,,
7788,2368973.752,13:47:02:332,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1813,3.2706,352.6439329947538,386.53194764680256,341.551136624068,379.2454107248535,White Space,White Space,-0.2279,0.3113,-0.9226,-0.2893,0.2811,-0.915,0,-,-,-,-,-,-,-,-,,,,,,,
7792,2369040.542,13:47:02:398,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1817,3.2756,351.3253269909046,391.21892627316123,349.30862314234673,378.8434843745882,White Space,White Space,-0.2254,0.3084,-0.9242,-0.2867,0.2881,-0.9137,0,-,-,-,-,-,-,-,-,,,,,,,
7796,2369107.332,13:47:02:465,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1918,3.2759,346.24733346924455,387.5398432633925,351.5219997366491,379.3033459090329,White Space,White Space,-0.2315,0.298,-0.9261,-0.2791,0.2895,-0.9156,0,-,-,-,-,-,-,-,-,,,,,,,
7800,2369174.123,13:47:02:532,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.1914,3.2758,354.47590762127726,389.3875171993349,350.1389493981322,380.44116907202147,White Space,White Space,-0.2232,0.3033,-0.9264,-0.2743,0.2848,-0.9185,0,-,-,-,-,-,-,-,-,,,,,,,
7804,2369240.913,13:47:02:599,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.188,3.2625,351.577250805618,391.35788814367595,349.9434109717504,381.0865518886956,White Space,White Space,-0.2122,0.3109,-0.9264,-0.2673,0.2861,-0.9201,0,-,-,-,-,-,-,-,-,,,,,,,
7808,2369307.703,13:47:02:666,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2166,3.2554,346.2255380620896,388.907112114737,352.97386297993626,380.49678876521995,White Space,White Space,-0.2113,0.305,-0.9286,-0.2655,0.2866,-0.9205,0,-,-,-,-,-,-,-,-,,,,,,,
7812,2369374.493,13:47:02:732,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2169,3.2682,352.6439113960179,385.1381563824444,343.66470977541724,383.57128408460795,White Space,White Space,-0.2138,0.3051,-0.928,-0.2729,0.2913,-0.9169,0,-,-,-,-,-,-,-,-,,,,,,,
7816,2369441.283,13:47:02:799,Trial002,2 devant.png,26,Cyan,98.3016,Eye,3,4,3.2158,3.2708,354.1085846498142,386.5308904973023,354.9750662086407,384.8101970676218,White Space,White Space,-0.2235,0.3002,-0.9273,-0.2705,0.3013,-0.9144,0,-,-,-,-,-,-,-,-,,,,,,,
14433,2369491.376,13:47:02:850,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,-,-,3.2277,3.2708,358.12688953328285,386.471825337688,352.47560482961296,387.55964076468126,White Space,White Space,-0.2265,0.3105,-0.9232,-0.2722,0.305,-0.9126,0,-,-,-,-,-,-,-,-,,,,,,,
14437,2369558.166,13:47:02:917,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,-,-,3.1997,3.2826,440.3984177971221,387.2812318647901,416.3840763040417,381.0695041821614,White Space,White Space,-0.0007,0.3122,-0.95,-0.0831,0.3414,-0.9362,0,-,-,-,-,-,-,-,-,,,,,,,
14441,2369624.956,13:47:02:984,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,1,1,2.903,3.2059,394.67789710725657,364.7249309960996,376.6671409874463,359.81699350968586,White Space,White Space,0.5048,0.207,-0.8381,0.4805,0.1923,-0.8556,0,-,-,-,-,-,-,-,-,,,,,,,
14445,2369691.747,13:47:03:050,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,1,1,0,0,360.3446769401019,347.79264890849623,346.8366098502442,343.86255406924363,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
14449,2369758.537,13:47:03:117,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,1,1,0,0,334.5757501308071,335.0997801354651,324.4446998134138,331.90306728158345,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
14453,2369825.313,13:47:03:184,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,1,1,0,0,315.22535486369276,325.54954841755136,307.6270671256477,322.9028720526979,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
14457,2369892.079,13:47:03:251,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,1,1,0,0,300.74037798320444,318.3847375223972,295.0416621796707,316.1505885243148,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
14461,2369958.845,13:47:03:317,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,1,1,0,0,289.85842402266945,313.007403358177,285.5843871700192,311.082649885173,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
14465,2370025.61,13:47:03:384,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,1,1,0,0,281.7019569010666,308.97916994709254,278.4964292615789,307.28646311789726,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
14469,2370092.376,13:47:03:451,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,1,1,0,0,275.59267373271945,305.94299005716186,273.18852800310367,304.42431821082323,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
14473,2370175.834,13:47:03:534,Trial003,3 regard chien D.png,26,Cyan,4.0232,Eye,1,1,0,0,270.9895186037751,303.67402202383914,269.18640930656323,302.28587641464287,White Space,White Space,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,,,
