Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular,groupe d'enfants
23618,625289.239,17:34:50:881,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,256.10239295740666,0.0,256.10239295740666,0.0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23622,625356.032,17:34:50:948,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,256.0566205396057,0.0,256.0566205396057,0.0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23626,625422.826,17:34:51:015,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,256.03212844220445,0.0,256.03212844220445,0.0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23630,625489.61,17:34:51:082,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,256.0322288096893,0.0,256.0322288096893,0.0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23634,625556.384,17:34:51:149,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,293.89133132914617,0.0,295.29983349343183,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23638,625656.538,17:34:51:249,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,293.9323158301825,0.0,295.3408179944682,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23642,625723.307,17:34:51:315,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,293.9852457758858,0.0,295.3937479401714,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23646,625790.076,17:34:51:382,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,293.975502815662,0.0,295.3840049799477,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23650,625856.845,17:34:51:449,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,293.9725881320928,0.0,295.38109029637843,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23654,625923.614,17:34:51:516,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,293.9854431018391,0.0,295.3939452661248,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23658,625990.383,17:34:51:583,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.0049256781956,0.0,295.41342784248127,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23662,626057.152,17:34:51:649,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.0209876410833,0.0,295.4294898053689,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23666,626123.921,17:34:51:716,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.05723159731997,0.0,295.4657337616056,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23670,626190.69,17:34:51:783,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.03677057141476,0.0,295.4452727357004,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23674,626257.458,17:34:51:850,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.0620209289282,0.0,295.4705230932138,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23678,626324.227,17:34:51:916,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,256.0080073461646,294.0864079787382,256.0080073461646,295.49491014302384,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23682,626390.996,17:34:51:983,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.07891894187804,0.0,295.48742110616365,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23686,626457.765,17:34:52:050,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.08495157942286,0.0,295.4934537437085,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23690,626524.534,17:34:52:117,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.12641361733756,0.0,295.5349157816232,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23694,626591.303,17:34:52:183,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.1619739461696,0.0,295.5704761104553,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23698,626658.072,17:34:52:250,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.1421647490969,0.0,295.55066691338254,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23702,626724.841,17:34:52:317,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.12696506890114,0.0,295.53546723318675,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23706,626791.61,17:34:52:384,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,0.0,294.10474140782554,0.0,295.51324357211115,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23710,626891.763,17:34:52:484,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,256.03524518973734,294.0646944971726,256.03524518973734,295.47319666145825,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23714,626958.532,17:34:52:551,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,256.0665159247264,294.02488380663544,256.0665159247264,295.43338597092105,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23718,627025.301,17:34:52:617,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,256.0847948660498,293.9769321412027,256.0847948660498,295.38543430548833,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23722,627092.07,17:34:52:684,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,3,4,,,256.0923389259122,293.9296186490878,256.0923389259122,295.3381208133734,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23726,627158.838,17:34:52:751,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,41,4,,,275.5982192219107,323.7361128001549,276.14943078558434,331.26103982185515,-,-,-0.2089,0.2989,-0.9311,-0.209,0.2914,-0.9335,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
23730,627225.607,17:34:52:818,Trial019,Eye Tracking (ballon droite).avi,59,Cyan,81.0556,Eye,44,40,,,285.25054897043873,344.2243829672396,290.5127475990388,349.74390197127957,-,-,-0.2223,0.3102,-0.9243,-0.2261,0.3044,-0.9253,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
