Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular,groupe d'enfants
12078,1657371.605,13:43:57:422,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,14,14,,,869.9047204194497,382.0484693691311,879.4876663267091,368.74948846250953,-,-,0.315,0.38,-0.8697,0.3029,0.3681,-0.8791,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12082,1657438.393,13:43:57:488,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,14,14,,,881.4121066757054,384.7869601638848,885.9155589760154,420.8828209326811,-,-,0.3107,0.3798,-0.8713,0.3036,0.3604,-0.882,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12086,1657505.181,13:43:57:555,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,14,14,,,891.9705429947182,411.3630793290312,883.4323770837326,402.4215149820532,-,-,0.311,0.3758,-0.873,0.3009,0.3662,-0.8805,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21948,1657571.97,13:43:57:622,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,14,14,,,890.3074650903939,372.7944931409403,891.3178483709323,402.40657944469365,-,-,0.3057,0.3797,-0.8731,0.2908,0.361,-0.886,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21952,1657638.751,13:43:57:689,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,15,15,,,888.2725116453316,404.04470799933586,873.3670118975022,407.44211162602966,-,-,0.2697,0.3899,-0.8804,0.2479,0.375,-0.8933,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21956,1657705.531,13:43:57:755,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,15,15,,,877.2232566260253,387.4083457178342,862.3620605040438,402.3788386911768,-,-,0.2673,0.3867,-0.8826,0.2548,0.3684,-0.8941,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21960,1657772.312,13:43:57:822,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,15,15,,,868.7365975326296,407.2491365296416,853.3757710606491,405.47058493976823,-,-,0.2676,0.3861,-0.8828,0.2462,0.3677,-0.8968,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12106,1657839.093,13:43:57:889,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,15,15,,,873.9346039872848,378.64156482675736,845.3091180013337,408.6562083219359,-,-,0.2645,0.3854,-0.884,0.2465,0.3702,-0.8957,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12110,1657905.874,13:43:57:956,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,15,15,,,861.2950435056906,378.7437445070716,835.5856344371966,381.75989561615313,-,-,0.2726,0.393,-0.8782,0.2407,0.3633,-0.9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21972,1657972.651,13:43:58:023,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,15,15,,,857.0402176382023,427.76364736871346,827.4043858385216,331.24969559402,-,-,0.2613,0.3832,-0.8859,0.2498,0.3705,-0.8946,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21976,1658039.415,13:43:58:089,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,15,15,,,853.8491263229896,408.2007517912381,819.5504041681402,405.47378586912225,-,-,0.2783,0.3884,-0.8785,0.2514,0.3688,-0.8948,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12122,1658106.18,13:43:58:156,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,15,15,,,849.0375764447062,359.5168221134741,820.5030743972516,425.1196342300225,-,-,0.2638,0.3862,-0.8839,0.2502,0.3687,-0.8953,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12126,1658172.945,13:43:58:223,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,15,15,,,844.7913559573784,387.3863365287072,811.8915188276744,385.73200017948767,-,-,0.2613,0.3928,-0.8817,0.2409,0.3649,-0.8993,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12130,1658239.709,13:43:58:290,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,15,15,,,842.2065202375782,400.4008512661148,808.6451568163407,376.1153743468534,-,-,0.2521,0.3849,-0.8878,0.2416,0.3663,-0.8986,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21992,1658306.474,13:43:58:356,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,16,16,,,831.1333174216471,383.6562633983846,813.1176561035059,392.5591957129988,-,-,0.2208,0.3915,-0.8933,0.2086,0.3714,-0.9047,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
21996,1658373.238,13:43:58:423,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,16,16,,,820.3139265845124,390.06876534710227,802.7971298097477,388.5362619319225,-,-,0.2037,0.3796,-0.9024,0.2034,0.3748,-0.9045,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12142,1658440.004,13:43:58:490,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,16,16,,,811.2579981056484,378.9364509643631,803.6317869447724,331.5531288707159,-,-,0.205,0.3936,-0.8961,0.1968,0.3782,-0.9046,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
12146,1658506.773,13:43:58:557,Trial020,01 neutre22.avi,56,DarkOrange,95.7301,Eye,16,16,,,802.4878653646489,350.80013930315755,787.3396603091384,315.6068557807809,-,-,0.2014,0.3908,-0.8982,0.1967,0.3771,-0.905,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
22008,1658573.543,13:43:58:623,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,16,16,,,790.1122189343594,357.6128925002094,790.9874045160573,371.35623905230847,-,-,0.2016,0.3828,-0.9016,0.1939,0.3768,-0.9058,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
22012,1658640.312,13:43:58:690,Trial020,01 neutre22.avi,56,MediumOrchid,95.7301,Eye,16,16,,,778.8097039130877,397.89993218920927,787.3740891923211,415.57662726490173,-,-,0.196,0.388,-0.9006,0.1946,0.3787,-0.9048,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
