Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular,groupe d'enfants
5311,3512042.16,10:17:13:188,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,69,48,,,927.1574818184669,307.46789055669007,963.7510217074666,315.94648227947766,-,-,0.3992,0.4898,-0.7751,0.3585,0.4658,-0.809,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5315,3512108.936,10:17:13:254,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,58,43,,,901.7609358819553,311.9698291161558,927.3131466649115,315.9861066485629,-,-,0.2956,0.4709,-0.8312,0.256,0.4498,-0.8556,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5319,3512175.711,10:17:13:321,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,0.0,Eye,70,49,,,882.7135264295719,315.3462830357551,899.9847403829953,316.0158249253769,-,-,0.1028,0.45,-0.8871,0.0911,0.4216,-0.9022,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5323,3512242.487,10:17:13:388,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,0.0,Eye,70,49,,,868.4279693402841,317.8786234754546,879.4884356715579,316.03811363298735,-,-,0.1309,0.454,-0.8813,0.1075,0.4112,-0.9052,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5327,3512309.263,10:17:13:455,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,70,49,,,809.1192667352017,328.80132682703623,816.7256295558668,324.0121411174031,-,-,0.1305,0.4506,-0.8831,0.0953,0.42,-0.9025,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5331,3512376.038,10:17:13:521,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,70,49,,,760.9494363986231,337.85775630349093,778.7282501452647,332.11057730902456,-,-,0.1012,0.4504,-0.8871,0.1088,0.4199,-0.901,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5335,3512442.814,10:17:13:588,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,70,49,,,736.6339666600531,339.48484682605687,743.8412837071107,340.2891696004848,-,-,0.136,0.4519,-0.8816,0.1066,0.4104,-0.9057,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5339,3512509.589,10:17:13:655,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,14,9,,,616.6065176475579,323.92079522907386,622.0120054328511,323.4129266775035,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5343,3512576.365,10:17:13:722,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,71,50,,,633.3761335997877,332.54490325295666,637.2833656230679,334.80397636757203,-,-,0.1518,0.4827,-0.8625,0.1409,0.4382,-0.8878,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5347,3512643.14,10:17:13:789,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,71,50,,,645.606869219341,335.4936826977036,642.7534235855387,344.24253591640627,-,-,0.1537,0.4724,-0.8679,0.1073,0.4361,-0.8935,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5351,3512709.922,10:17:13:855,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,71,50,,,656.355982900671,338.00244854296466,655.8981304031696,347.1593113884186,-,-,0.155,0.4759,-0.8657,0.1261,0.4326,-0.8927,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5355,3512776.685,10:17:13:922,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,71,50,,,666.7116670613682,337.32186569475533,663.9477955257386,346.94424954229817,-,-,0.1531,0.4795,-0.8641,0.1187,0.4309,-0.8946,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5359,3512843.441,10:17:13:989,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,72,51,,,660.3692799992415,344.3560902092249,667.6764514905818,354.2134238508902,-,-,0.0914,0.408,-0.9084,0.0845,0.3817,-0.9204,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5363,3512910.196,10:17:14:056,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,72,51,,,659.2128275351275,356.80956926363314,656.5184719427433,360.5082700711896,-,-,0.106,0.4025,-0.9093,0.0649,0.3658,-0.9284,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5367,3512976.951,10:17:14:122,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,72,51,,,664.0126010469286,361.34437938388777,652.7662450850663,369.1301190961153,-,-,0.1125,0.402,-0.9087,0.0613,0.3573,-0.932,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5371,3513043.706,10:17:14:189,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,60,45,,,657.9685758275546,365.11586416762276,646.9875934674991,376.1662542196328,-,-,0.1036,0.3891,-0.9153,0.075,0.3625,-0.929,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5375,3513110.461,10:17:14:256,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,73,52,,,653.9573865853845,375.02805035384193,652.5467994940718,386.042824371592,-,-,0.0824,0.3441,-0.9353,0.0637,0.3058,-0.95,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5379,3513177.216,10:17:14:323,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,73,52,,,647.0341954389413,384.8066741772784,646.9195142609689,390.30406691546705,-,-,0.1074,0.3307,-0.9376,0.085,0.3065,-0.9481,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5383,3513243.971,10:17:14:389,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,73,52,,,647.4925313963779,390.45533326043795,646.2229998799119,394.0842646337138,-,-,0.0632,0.3482,-0.9353,0.0769,0.316,-0.9456,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5387,3513310.727,10:17:14:456,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,73,52,,,643.8389164643563,392.9870609365008,636.9008091108794,395.92118647848156,-,-,0.0949,0.3453,-0.9337,0.0593,0.3131,-0.9479,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5391,3513377.482,10:17:14:523,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,74,53,,,647.8889949287263,388.9135403547172,649.9999425709449,390.23693079476465,-,-,0.1079,0.4126,-0.9045,0.1035,0.3852,-0.917,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5395,3513444.237,10:17:14:590,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,74,53,,,644.2410235517,390.2586615073014,652.8677063723585,387.29077774460484,-,-,0.0787,0.4247,-0.9019,0.0871,0.3848,-0.9189,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5399,3513510.992,10:17:14:656,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,74,53,,,642.7050438058933,387.28952908289665,658.331403928651,377.5318242660677,-,-,0.0848,0.4199,-0.9036,0.0911,0.3867,-0.9177,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5403,3513577.776,10:17:14:723,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,74,53,,,632.0245879282282,377.2002014272121,654.3886483434601,376.69355187852636,-,-,0.077,0.4354,-0.8969,0.0692,0.3761,-0.924,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5407,3513644.585,10:17:14:790,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,74,53,,,639.4503746492289,375.5520420985242,658.5458869260586,378.36838144753244,-,-,0.0789,0.4329,-0.898,0.0618,0.3791,-0.9233,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5411,3513711.394,10:17:14:857,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,74,53,,,644.8399469562272,376.42385502683425,669.3928353991834,379.7397055112584,-,-,0.1208,0.4113,-0.9035,0.0995,0.3869,-0.9167,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5415,3513778.203,10:17:14:924,Trial019,Eye Tracking (ballon droite).avi,54,Cyan,75.8829,Eye,74,53,,,650.7670146359887,375.33023835818113,676.4472704696223,377.46354772739556,-,-,0.0955,0.4165,-0.9041,0.0838,0.3786,-0.9218,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
