Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular
73335,3233242.785,17:23:07:240,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,626.2126993615663,383.8153036086344,593.614507732146,434.22623609441564,-,-,0.0444,0.3426,-0.9384,0.0557,0.3083,-0.9497,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73339,3233309.57,17:23:07:306,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,630.3572783248804,348.3093957993635,598.8038934233585,367.1070456558525,-,-,0.0555,0.334,-0.9409,0.0679,0.303,-0.9506,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73343,3233376.355,17:23:07:373,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,619.0237163549157,315.10059788179973,607.1521711496727,323.87139126099476,-,-,0.0611,0.3376,-0.9393,0.0674,0.2975,-0.9523,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73347,3233443.14,17:23:07:440,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,613.025294474585,332.8097046856739,611.8381705993373,288.0768488639048,-,-,0.0613,0.3356,-0.94,0.071,0.2983,-0.9518,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73351,3233509.926,17:23:07:507,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,626.1775521215859,356.35870342073133,608.1700506156532,308.34956027445236,-,-,0.052,0.3391,-0.9393,0.0558,0.303,-0.9514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73355,3233576.711,17:23:07:574,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,627.8265165309925,362.60438543429444,607.5892220927128,402.34577811718214,-,-,0.0514,0.3349,-0.9409,0.0581,0.3063,-0.9502,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73359,3233643.496,17:23:07:640,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,626.7413646825506,310.80955961587966,608.8126830550676,385.6061615789712,-,-,0.0566,0.3359,-0.9402,0.0573,0.2989,-0.9526,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73363,3233710.281,17:23:07:707,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,619.7506373837514,347.54540887904045,608.5981954819682,326.3073937115717,-,-,0.0497,0.3374,-0.9401,0.063,0.3043,-0.9505,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73367,3233777.066,17:23:07:774,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,616.5866584333793,318.3908137679732,603.3921069451501,328.8481390584227,-,-,0.0488,0.3381,-0.9398,0.0623,0.2988,-0.9523,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73371,3233843.852,17:23:07:841,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,612.9346699718994,267.4916249873293,601.9530977578437,353.370643668668,-,-,0.0556,0.3328,-0.9414,0.0544,0.2983,-0.9529,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73375,3233910.622,17:23:07:907,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,608.463165496554,306.55897510236315,595.4869504620916,282.10699907767963,-,-,0.051,0.3329,-0.9416,0.0573,0.3025,-0.9514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73379,3233977.388,17:23:07:974,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,615.9519468691901,412.4889996085069,593.5324628690596,336.8502212218949,-,-,0.046,0.3409,-0.939,0.0571,0.3037,-0.9511,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73383,3234044.154,17:23:08:041,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,626.4835427404818,306.4214622464788,592.2611836856039,359.01459385939285,-,-,0.049,0.3328,-0.9417,0.0589,0.3022,-0.9514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73387,3234110.92,17:23:08:108,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,628.8382671072449,368.9988829404866,597.1546304622134,439.70140130893594,-,-,0.076,0.3358,-0.9389,0.0856,0.3027,-0.9492,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73391,3234177.638,17:23:08:174,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,40,37,,,640.4058842940404,296.87744176879653,602.0383133684641,331.19969125118496,-,-,0.0778,0.3422,-0.9364,0.0824,0.2986,-0.9508,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73395,3234244.356,17:23:08:241,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,41,38,,,647.955410894606,328.18870580754384,610.2840538229018,382.8270557089694,-,-,0.0732,0.3383,-0.9382,0.0862,0.3016,-0.9495,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73399,3234311.074,17:23:08:308,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,41,38,,,641.1899764963875,371.0427640105907,621.2416255201115,356.7947022409109,-,-,0.0678,0.3375,-0.9389,0.0753,0.3056,-0.9492,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73403,3234377.792,17:23:08:375,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,41,38,,,635.9942757119973,374.6244689116635,619.1496743362616,339.587834715859,-,-,0.066,0.3346,-0.94,0.0781,0.3027,-0.9499,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73407,3234444.51,17:23:08:441,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,41,38,,,635.3321967147978,343.7009729579828,616.6860090046405,357.48600247983455,-,-,0.0628,0.3387,-0.9388,0.0731,0.3013,-0.9507,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73411,3234511.228,17:23:08:508,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,4,4,,,540.757651504035,318.43680987435084,526.7730107214171,387.825594723544,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73415,3234577.946,17:23:08:575,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,4,4,,,469.83678188625174,261.2225988010957,459.3483012992883,328.0116782026431,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73419,3234644.664,17:23:08:641,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,42,39,,,503.052149761872,318.6244255513246,497.66504723980177,388.7517421611361,-,-,0.0475,0.3409,-0.9389,0.0646,0.319,-0.9455,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73423,3234711.395,17:23:08:708,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,42,39,,,533.481241275596,342.60731767555205,528.7512771426484,317.3131927960147,-,-,0.047,0.333,-0.9418,0.0657,0.3008,-0.9514,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73427,3234778.165,17:23:08:775,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,561.479915299642,370.51510543803556,546.9687081278745,371.1184907960752,-,-,0.0496,0.3343,-0.9412,0.0665,0.2977,-0.9524,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73431,3234844.935,17:23:08:842,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,577.1853288780171,394.02807138589634,562.7910219465193,402.4101075587432,-,-,0.0499,0.3348,-0.941,0.066,0.2995,-0.9518,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73435,3234911.705,17:23:08:909,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,593.6730765525487,351.8751029761728,575.4410610451611,311.1287619547014,-,-,0.0529,0.3317,-0.9419,0.0678,0.3041,-0.9502,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73439,3234978.475,17:23:08:975,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,596.2113921184565,387.4824514101988,579.7302513041769,317.8638228664506,-,-,0.0552,0.337,-0.9399,0.0684,0.2983,-0.952,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73443,3235045.252,17:23:09:042,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,600.6217597624394,348.9275416568383,582.4568449067019,338.28837650973406,-,-,0.0586,0.3368,-0.9397,0.0726,0.3049,-0.9496,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73447,3235112.033,17:23:09:109,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,607.1914739547645,315.83920770691225,593.9798398993081,427.69847852184455,-,-,0.0569,0.3396,-0.9388,0.0722,0.306,-0.9493,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73451,3235178.813,17:23:09:176,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,610.840870626714,360.2984780908187,600.9058560562662,329.96608628042316,-,-,0.062,0.3392,-0.9387,0.0761,0.2972,-0.9518,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73455,3235245.594,17:23:09:242,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,615.1226343656998,315.90370762925227,610.8600917227103,388.0045326475837,-,-,0.0672,0.3402,-0.9379,0.0841,0.3022,-0.9495,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73459,3235312.374,17:23:09:309,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,624.2889226308209,339.0378239487738,605.2845814219287,367.65602740058466,-,-,0.0753,0.3392,-0.9377,0.0876,0.2994,-0.9501,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73463,3235379.155,17:23:09:376,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,626.2147847498592,306.50688300098363,617.3043845885769,347.98301438887296,-,-,0.0768,0.3416,-0.9367,0.0856,0.2984,-0.9506,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73467,3235445.935,17:23:09:443,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,634.9636409207494,313.4912198349367,623.5069355518696,401.48948096353087,-,-,0.0788,0.341,-0.9367,0.0922,0.3005,-0.9493,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73471,3235512.716,17:23:09:510,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,642.3233319109172,357.9004977173458,618.9542718576434,344.64368511212376,-,-,0.0736,0.3427,-0.9366,0.0915,0.299,-0.9499,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73475,3235579.489,17:23:09:576,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,43,40,,,642.873127927917,321.67610432413113,633.6510849550432,431.70993822303444,-,-,0.0793,0.3348,-0.9389,0.0963,0.3029,-0.9482,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73479,3235646.254,17:23:09:643,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,38,,,645.7690604785372,296.45703102044945,635.2348092995467,392.2831281056466,-,-,0.0812,0.307,-0.9482,0.097,0.2789,-0.9554,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73483,3235713.02,17:23:09:710,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,654.8199188908108,308.104798901173,637.4825425080988,394.03139957996603,-,-,0.0815,0.3157,-0.9454,0.1019,0.2722,-0.9568,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73487,3235779.786,17:23:09:777,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,659.1054201754198,290.3893215844497,638.3627323873557,414.0889239039552,-,-,0.0819,0.3122,-0.9465,0.0972,0.2761,-0.9562,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73491,3235846.551,17:23:09:843,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,659.6958927176879,330.34687843751595,641.6883339865168,341.6215434905114,-,-,0.0809,0.3129,-0.9463,0.094,0.2758,-0.9566,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73495,3235913.331,17:23:09:910,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,656.8757928889038,347.93579783387275,647.9624350442261,346.06444517011323,-,-,0.0834,0.3168,-0.9448,0.1025,0.2786,-0.9549,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73499,3235980.11,17:23:09:977,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,657.3884985945512,302.8665494308327,645.7609997250544,347.18804373506435,-,-,0.0796,0.3202,-0.944,0.0985,0.2637,-0.9595,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73503,3236046.889,17:23:10:044,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,661.9514277826888,358.2224577175699,646.3784819565413,403.99656748802954,-,-,0.0806,0.3119,-0.9467,0.0996,0.2782,-0.9554,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73507,3236113.669,17:23:10:111,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,667.5217227165318,387.198199110917,650.143574869851,363.45577208658665,-,-,0.087,0.3133,-0.9456,0.0956,0.2814,-0.9548,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73511,3236180.448,17:23:10:177,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,665.3176026874504,355.7555646638233,657.0676061374663,409.564014861136,-,-,0.0789,0.3169,-0.9452,0.098,0.2788,-0.9553,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73515,3236247.227,17:23:10:244,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,662.4166843925843,332.6650550867497,653.5935613753563,386.26276640903814,-,-,0.079,0.3373,-0.9381,0.0936,0.3048,-0.9478,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73519,3236314.007,17:23:10:311,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,650.354863992805,380.10898239291924,649.0170574722824,394.1465509573337,-,-,0.0785,0.3401,-0.9371,0.0994,0.3014,-0.9483,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73523,3236380.786,17:23:10:378,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,648.5441359416445,349.22162870149333,651.799384834463,407.030376199022,-,-,0.0816,0.341,-0.9365,0.0937,0.3051,-0.9477,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73527,3236447.566,17:23:10:444,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,644.2794790534696,320.22209802462953,657.6042613552571,356.55996684637,-,-,0.0782,0.3411,-0.9368,0.0918,0.3072,-0.9472,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73531,3236514.345,17:23:10:511,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,656.1225879247887,322.78676252502294,641.9152676874814,342.65526750658705,-,-,0.0758,0.3366,-0.9386,0.0924,0.3036,-0.9483,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73535,3236581.125,17:23:10:578,Trial019,Eye Tracking (ballon droite).avi,57,MediumSlateBlue,98.0899,Eye,44,41,,,653.7870780468903,399.26863933181505,635.665670645423,352.4346571297852,-,-,0.078,0.3342,-0.9393,0.0874,0.3035,-0.9488,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
