Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Participant,Color,Tracking Ratio [%],Category Group,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],AOI Name Right,AOI Name Left,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Gaze Vector Left X,Gaze Vector Left Y,Gaze Vector Left Z,Port Status,Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content,AOI Group Right,AOI Scope Right,AOI Order Right,AOI Group Left,AOI Scope Left,AOI Order Binocular
88254,1065845.502,15:59:47:719,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,29,28,5.5161,4.766,588.0041752197809,298.8622933936293,589.115657083539,350.0250826319774,corps,corps,-0.0373,0.4924,-0.8696,-0.0964,0.46,-0.8827,0,-,-,-,-,-,-,-,-,,,,,,
88258,1065912.257,15:59:47:786,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,29,29,5.5149,4.7495,586.1608570273053,414.5127187613845,589.1516993339712,347.0753415396448,corps,corps,-0.0352,0.5011,-0.8647,-0.0922,0.4611,-0.8826,0,-,-,-,-,-,-,-,-,,,,,,
88262,1065979.012,15:59:47:853,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,30,29,5.5031,4.7239,582.0152720368096,278.05284543965615,595.9648009656919,377.285863132109,corps,corps,-0.0283,0.5008,-0.8651,-0.0887,0.4623,-0.8823,0,-,-,-,-,-,-,-,-,,,,,,
88266,1066045.767,15:59:47:919,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,30,29,5.5023,4.7044,581.0050512157213,378.43379402344624,599.0141729186628,375.18686087066976,corps,corps,-0.0299,0.4956,-0.868,-0.0923,0.4528,-0.8868,0,-,-,-,-,-,-,-,-,,,,,,
88270,1066112.522,15:59:47:986,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,30,29,5.5076,4.6992,581.4760517053761,389.54865585084684,593.1690346281188,381.9402148138536,corps,corps,-0.0259,0.4966,-0.8676,-0.0881,0.4473,-0.89,0,-,-,-,-,-,-,-,-,,,,,,
88274,1066179.26,15:59:48:053,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,30,29,5.521,4.6749,584.6252686708581,380.7837469353444,602.6030384043972,335.2743580255204,corps,corps,-0.0301,0.492,-0.8701,-0.0886,0.4538,-0.8867,0,-,-,-,-,-,-,-,-,,,,,,
88278,1066245.999,15:59:48:120,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,30,29,5.5307,4.6663,586.6973532821321,356.8616762898816,604.9296649674412,352.96274678128907,corps,corps,-0.0253,0.4995,-0.8659,-0.0888,0.4556,-0.8858,0,-,-,-,-,-,-,-,-,,,,,,
88282,1066312.737,15:59:48:186,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,30,29,5.5154,4.6644,587.175546447139,390.1197225160575,603.4321068245449,357.24456759470553,corps,corps,-0.0275,0.4897,-0.8715,-0.0896,0.4506,-0.8882,0,-,-,-,-,-,-,-,-,,,,,,
88286,1066379.498,15:59:48:253,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,30,29,5.5046,4.6597,590.5925858346363,355.40856582371765,611.3872371891366,342.38153011025514,corps,corps,-0.0247,0.4963,-0.8678,-0.0889,0.4549,-0.8861,0,-,-,-,-,-,-,-,-,,,,,,
88290,1066446.267,15:59:48:320,Trial019,Eye Tracking (ballon gauche).avi,31,MediumSlateBlue,83.4869,Eye,30,29,5.4895,4.6635,601.1550400304483,303.44064843461393,605.8410495227912,395.4447109426888,corps,corps,-0.0292,0.4897,-0.8714,-0.0895,0.457,-0.885,0,-,-,-,-,-,-,-,-,,,,,,
